descriere,pret,link
"Gel contur ochi Vichy Mineral 89, cu efect reparator si de fortifiere, 15ml",69,https://www.emag.ro/gel-contur-ochi-vichy-mineral-89-cu-efect-reparator-si-de-fortifiere-15ml-3337875596763/pd/DCM2QQBBM/
"Gel Anti-Rid, Menarini, A-Ret, Anti-Acnee, Tretinoin 0.1%, 20gr",85,https://www.emag.ro/gel-anti-rid-menarini-a-ret-anti-acnee-tretinoin-0-1-20gr-gl-rtna1/pd/DWCZ6NMBM/
"Comprese cu gel pentru ochi Argan, 4 perechi Pretty",11,https://www.emag.ro/comprese-cu-gel-pentru-ochi-argan-4-perechi-pretty-12197-080/pd/DWHR59BBM/
"Crema anti-roseata calmanta, cu apa termala si protectie UV cu SPF 30 Uriage Roseliane, 40 ml",49,https://www.emag.ro/crema-anti-roseata-calmanta-cu-apa-termala-si-protectie-uv-cu-spf-30-uriage-roseliane-40-ml-3661434005350/pd/DMKDC2MBM/
"Crema de noapte cu protinol ANEW Gold Emulsion, 50ml",26,https://www.emag.ro/crema-de-noapte-cu-protinol-anew-gold-emulsion-50ml-mm-a32/pd/DX6KQNMBM/
Crema de fata Darphin Ideal Resource Overnight Cream 50ml,455,https://www.emag.ro/crema-de-fata-darphin-ideal-resource-overnight-cream-50ml-882381064655/pd/DMW3Y8BBM/
Crema hidratanta cu retinol toate tipurile de ten retinol A gigi 75ml,282,https://www.emag.ro/crema-hidratanta-cu-retinol-toate-tipurile-de-ten-retinol-a-gigi-75ml-ins123368/pd/D16QQ7MBM/
"Crema hidratanta Apidava cu miere, propolis si ceara de albine, 30 ml",14,https://www.emag.ro/crema-hidratanta-apidava-cu-miere-propolis-si-ceara-de-albine-30-ml-5943087800017/pd/DJXZF0MBM/
"Gel hidratant Nivea Men pentru ten sensibil, 50ml",50,https://www.emag.ro/gel-hidratant-nivea-men-pentru-ten-sensibil-50ml-4005808588343/pd/D0H09BBBM/
"Crema contur ochi C-VIT, Sesderma, 15 ml",74,https://www.emag.ro/crema-contur-ochi-c-vit-sesderma-15-ml-8429979424464/pd/DD3QCYMBM/
Crema depigmentanta concentrata de noapte Dermedic Melumin 55ml,38,https://www.emag.ro/crema-depigmentanta-concentrata-de-noapte-dermedic-melumin-55ml-nd-dm-220/pd/DXNQB2MBM/
"Crema antirid de zi Avene PhysioLift, 30 ml",120,https://www.emag.ro/crema-antirid-de-zi-avene-physiolift-30-ml-3282770049312/pd/DKJ6R3BBM/
Crema fata hidratanta Rose Of Bulgaria 100ML,12,https://www.emag.ro/crema-fata-hidratanta-rose-of-bulgaria-100ml-128/pd/DDN7X9BBM/
"Crema de fata nutritiva DR. KONOPKA'S LITTLE HERBAL COMPANY pentru ten normal sau uscat, 50 ml",21,https://www.emag.ro/crema-de-fata-nutritiva-dr-konopka-s-little-herbal-company-pentru-ten-normal-sau-uscat-50-ml-4744183019126/pd/DPKCPWBBM/
"Gel anti-pungi Lierac Dioptipoche pentru contur ochi, 15 ml",89,https://www.emag.ro/gel-anti-pungi-lierac-dioptipoche-pentru-contur-ochi-15-ml-3508240002114/pd/DS6QC2MBM/
Crema de zi Clinique for Men Moisturizing Lotion 100ml,265,https://www.emag.ro/crema-de-zi-clinique-for-men-moisturizing-lotion-100ml-crem-clin-158555/pd/DQPVKDBBM/
"Crema zilnica de ingrijire si uniformizare a tenului La Roche-Posay Rosaliac CC pentru pielea cu roseata, 50 ml",71,https://www.emag.ro/crema-zilnica-de-ingrijire-si-uniformizare-a-tenului-la-roche-posay-rosaliac-cc-pentru-pielea-cu-roseata-50-ml-3337872414213/pd/DXCWGMBBM/
"Crema hidratanta antiimbatranire ACM Duolys pentru piele normala si mixta, 40 ml",50,https://www.emag.ro/crema-hidratanta-antiimbatranire-acm-duolys-pentru-piele-normala-si-mixta-40-ml-3760095252346/pd/D58CK7MBM/
"Gel-crema concentrat pentru ten acneic Teen Derm K concentrate, 30 ml",59,https://www.emag.ro/gel-crema-concentrat-pentru-ten-acneic-teen-derm-k-concentrate-30-ml-ten4/pd/DZR6TNMBM/
"Crema gel, combatere acnee, Pressensa 30 ml",190,https://www.emag.ro/crema-gel-combatere-acnee-pressensa-30-ml-dc05/pd/DRYMNCBBM/
"Crema purifianta Bioderma Sebium Global, 30ml",45,https://www.emag.ro/crema-purifianta-bioderma-sebium-global-30ml-3401352018786/pd/D7V9WBBBM/
"Pernite pentru zona ochilor, Aqanature, efect de umplere si hidratare, 100% naturale, Annemarie Borlind, 2 buc",17,https://www.emag.ro/pernite-pentru-zona-ochilor-aqanature-efect-de-umplere-si-hidratare-100-naturale-annemarie-borlind-2-buc-2245/pd/DQ9BZSBBM/
"Crema de fata Bioderma Sebium Sensitive pentru ten acneic, 30 ml",43,https://www.emag.ro/crema-de-fata-bioderma-sebium-sensitive-pentru-ten-acneic-30-ml-3401360106994/pd/DQZ68NBBM/
"Crema hidratanta Nivea Men Original, 75 ml",35,https://www.emag.ro/crema-hidratanta-nivea-men-original-75-ml-4005808223336/pd/D9H09BBBM/
"Crema antirid, von Baroness, Extract de Caviar, Celule Stem si Colagen, 50ml",478,https://www.emag.ro/crema-antirid-von-baroness-extract-de-caviar-celule-stem-si-colagen-50ml-vonbaroness/pd/DM4KX3MBM/
"Crema SVR Clairial CC SPF50 light pentru corectarea petelor brune, 40 ml",89,https://www.emag.ro/crema-svr-clairial-cc-spf50-light-pentru-corectarea-petelor-brune-40-ml-3401360315266/pd/D4VHMDMBM/
"Crema bio regeneranta pt conturul ochilor cu extract de rodie - ten matur Weleda, 10 ml",138,https://www.emag.ro/crema-bio-regeneranta-pt-conturul-ochilor-cu-extract-de-rodie-ten-matur-weleda-10-ml-4001638097253/pd/DLFZSYBBM/
"Crema Anti Cearcane, Soft & Healthy, 50 ml",29,https://www.emag.ro/crema-anti-cearcane-soft-healthy-50-ml-shca-91372/pd/D7KTKTMBM/
"Contur ochi SVR Densitium antirid, 15 ml",84,https://www.emag.ro/contur-ochi-svr-densitium-antirid-15-ml-3401347928540/pd/D6VHMDMBM/
"Nivea, crema anti-rid de noapte + Revitalizare: 55+",30,https://www.emag.ro/nivea-crema-anti-rid-de-noapte-revitalizare-55-9005800290904/pd/D3CBR9BBM/
"Crema fermitate Clinique Smart Clinical MD Duo Resculpt, 50ml",399,https://www.emag.ro/crema-fermitate-clinique-smart-clinical-md-duo-resculpt-50ml-4640/pd/DGX1D3MBM/
Crema de fata Mary Cohr Auto Hydratante 50ml,111,https://www.emag.ro/crema-de-fata-mary-cohr-auto-hydratante-50ml-3549658922106/pd/DR893YMBM/
"Crema intens hidratanta 72h La Roche Posay Hydraphase Intense HA Riche pentru ten uscat, 50 ml",67,https://www.emag.ro/crema-intens-hidratanta-72h-la-roche-posay-hydraphase-intense-ha-riche-pentru-ten-uscat-50-ml-3337875731409/pd/DFM3CTMBM/
"Crema de zi Nivea Naturally Good cu aloe, 50 ml",30,https://www.emag.ro/crema-de-zi-nivea-naturally-good-cu-aloe-50-ml-9005800325996/pd/DZH6DYMBM/
Crema de fata antirid hyaluron 60-75 ani 50 ml,36,https://www.emag.ro/crema-de-fata-antirid-hyaluron-60-75-ani-50-ml-074/pd/DKRNBVBBM/
"Crema pentru conturul ochilor Vichy Idealia, 15 ml",99,https://www.emag.ro/crema-pentru-conturul-ochilor-vichy-idealia-15-ml-pl-1025305/pd/DBQ7KMBBM/
"Crema de noapte 35+ Plant Line Verbina, 45 ml",17,https://www.emag.ro/crema-de-noapte-35-plant-line-verbina-45-ml-8714100773215/pd/DNJNY8BBM/
Crema Fata Revitalizanta cu Lapte de Capra 45 ml,6,https://www.emag.ro/crema-fata-revitalizanta-cu-lapte-de-capra-45-ml-0190/pd/DNFGZCBBM/
"Crema hidratanta La Roche-Posay Hydreane Legere pentru ten normal/mixt/sensibil, 40 ml",57,https://www.emag.ro/crema-hidratanta-la-roche-posay-hydreane-legere-pentru-ten-normal-mixt-sensibil-40-ml-3337872410765/pd/DGCWGMBBM/
"Crema de noapte cu trandafir alb si caviar, 50 ml",41,https://www.emag.ro/crema-de-noapte-cu-trandafir-alb-si-caviar-50-ml-201/pd/D4WWDLBBM/
"Nivea Crema anti-rid Q10 de zi, SPF 30, 50 ml",47,https://www.emag.ro/nivea-crema-anti-rid-q10-de-zi-spf-30-50-ml-4005900167019/pd/D647CNBBM/
"Crema de zi Fillerina 12HA Densifying Filler, Gradul 5, 50 ml",300,https://www.emag.ro/crema-de-zi-fillerina-12ha-densifying-filler-gradul-5-50-ml-8051417827157/pd/D0PW4KMBM/
"Crema de fata de noapte bio, vegana Uoga Uoga, 30 ml",144,https://www.emag.ro/crema-de-fata-de-noapte-bio-vegana-uoga-uoga-30-ml-ug177/pd/DNRGP3MBM/
Crema de fata Mary Cohr Pure energie D’orange cu efect de hidratare si luminozitate 50ml,79,https://www.emag.ro/crema-de-fata-mary-cohr-pure-energie-d-orange-cu-efect-de-hidratare-si-luminozitate-50ml-3549658572806/pd/DQG93YMBM/
"Creme de fata anti-imbatranire cu Bujor alb si propolis, Bee Radiant, Apivita, 50 ml",178,https://www.emag.ro/creme-de-fata-anti-imbatranire-cu-bujor-alb-si-propolis-bee-radiant-apivita-50-ml-001255567/pd/D88M0DMBM/
"Crema calmanta si hidratanta, ElishaCoy, 50g",74,https://www.emag.ro/crema-calmanta-si-hidratanta-elishacoy-50g-8809266953806/pd/D63P92MBM/
"Creme pentru barbati cu ulei de jojoba si vitamine, HERBAGEN, 100 gr",17,https://www.emag.ro/creme-pentru-barbati-cu-ulei-de-jojoba-si-vitamine-herbagen-100-gr-59439127/pd/DDFWQ7BBM/
"Crema hidratanta reechilibranta Mixa 24h Balancing Cream 10% pentru ten foarte uscat, 50 ml",23,https://www.emag.ro/crema-hidratanta-reechilibranta-mixa-24h-balancing-cream-10-pentru-ten-foarte-uscat-50-ml-3600550304459/pd/D7R30JBBM/
"Pachet Nivea Hyaluron Cellular Filler: Crema de zi SPF 15, 50 ml + Crema de noapte, 50 ml",100,https://www.emag.ro/pachet-nivea-hyaluron-cellular-filler-crema-de-zi-spf-15-50-ml-crema-de-noapte-50-ml-9005800319506/pd/DNQLW6BBM/
"Crema ACM Duolys pentru conturul ochilor, 15 ml",48,https://www.emag.ro/crema-acm-duolys-pentru-conturul-ochilor-15-ml-3760095252032/pd/DG8CK7MBM/
"Crema regeneranta SVR C20Biotic pentru fata si gat, 50 ml",168,https://www.emag.ro/crema-regeneranta-svr-c20biotic-pentru-fata-si-gat-50-ml-3662361001187/pd/DXQWBKMBM/
"Crema antirid si fermitate zi/noapte pentru ten matur Farmona Herbal Care cu tradafir, 50 ml",20,https://www.emag.ro/crema-antirid-si-fermitate-zi-noapte-pentru-ten-matur-farmona-herbal-care-cu-tradafir-50-ml-5900117002902/pd/DM7MGDMBM/
"Gel Anti-Rid, Janssen, Retino A Micro, Anti-Acnee, Tretinoin 0.04%, 15gr",99,https://www.emag.ro/gel-anti-rid-janssen-retino-a-micro-anti-acnee-tretinoin-0-04-15gr-gl-rtna-04/pd/DKCWDHMBM/
"Crema Nivea Antirid Q10 de zi pentru ten mixt, 50 ml",50,https://www.emag.ro/crema-nivea-antirid-q10-de-zi-pentru-ten-mixt-50-ml-9005800227368/pd/DQRK9BBBM/
"Crema de zi multi-activa Revuele, Retinol forte, 50 ml",11,https://www.emag.ro/crema-de-zi-multi-activa-revuele-retinol-forte-50-ml-5060565100435/pd/DBJNVGBBM/
Crema pentru zona ochilor cu caviar si perle Anubis 18 ml,236,https://www.emag.ro/crema-pentru-zona-ochilor-cu-caviar-si-perle-anubis-18-ml-26030018/pd/DSR0F0BBM/
Emulsie dermatita seboreica DS Uriage 40 ml,56,https://www.emag.ro/emulsie-dermatita-seboreica-ds-uriage-40-ml-nd-ur-15000756/pd/DJF5H5BBM/
"Crema matifianta SVR Sebiaclear anti-imperfectiuni, 40 ml",40,https://www.emag.ro/crema-matifianta-svr-sebiaclear-anti-imperfectiuni-40-ml-3401381332846/pd/DG4HMDMBM/
"Crema de masaj pentru fata cu Colagen si Omega, Collagena Pro, hidratare, regenerare, 300 ml",79,https://www.emag.ro/crema-de-masaj-pentru-fata-cu-colagen-si-omega-collagena-pro-hidratare-regenerare-300-ml-c-30/pd/D4XHVMMBM/
"Crema antirid cu colagen marin, Collagen Power Lifting Cream, Mizon, 75 ml",110,https://www.emag.ro/crema-antirid-cu-colagen-marin-collagen-power-lifting-cream-mizon-75-ml-8809587521081/pd/DN4FW5BBM/
"Set cadou: Crema-gel revitalizanta Neutrogena Hydro Boost pentru conturul ochilor, 15 ml + Crema-gel hidratanta Neutrogena Hydro Boost pentru ten uscat, 50 ml",118,https://www.emag.ro/set-cadou-crema-gel-revitalizanta-neutrogena-hydro-boost-pentru-conturul-ochilor-15-ml-crema-gel-hidratanta-neutrogena-hydro-boost-pentru-ten-uscat-50-ml-5943048007745/pd/DQQJYXMBM/
"Emulsie matifianta Avene Cleanance Mat pentru ten gras, 40 ml",58,https://www.emag.ro/emulsie-matifianta-avene-cleanance-mat-pentru-ten-gras-40-ml-3282770037135/pd/DGF6R3BBM/
"Crema de fata, Apidermin 30 ml., cu laptisor de matca",10,https://www.emag.ro/crema-de-fata-apidermin-30-ml-cu-laptisor-de-matca-apid30crf/pd/D95PRKBBM/
"Creme Nivea Men, 150 ml",18,https://www.emag.ro/creme-nivea-men-150-ml-pl-1064495-83921/pd/D09WFMBBM/
"Crema pentru ochi anticearcane, Apidermin Lejer, cu laptisor de matca",11,https://www.emag.ro/crema-pentru-ochi-anticearcane-apidermin-lejer-cu-laptisor-de-matca-apidlj10coac/pd/DX5PRKBBM/
"Spray anti-rid si fermitate molecular cu Acid Hyaluronic Collistar, Femei, 100 ml",95,https://www.emag.ro/spray-anti-rid-si-fermitate-molecular-cu-acid-hyaluronic-collistar-femei-100-ml-col161/pd/DLN0H7MBM/
"Crema superhidratanta Gerovital H3 Equilibrium, 200 ml",133,https://www.emag.ro/crema-superhidratanta-gerovital-h3-equilibrium-200-ml-5943000086214/pd/DKXDG2MBM/
Crema de zi & noapte BIO HYALURON 4D 50ML - 30+,23,https://www.emag.ro/crema-de-zi-noapte-bio-hyaluron-4d-50ml-30-jg50bhdn30a/pd/DSRM9YBBM/
"Crema Anti-Rid, Johnson & Johnson, Retin-o-A, Anti-Acnee, Tretinoin 0.025%, 20gr",85,https://www.emag.ro/crema-anti-rid-johnson-johnson-retin-o-a-anti-acnee-tretinoin-0-025-20gr-crm-rtna25/pd/DMLZ6NMBM/
"Crema Gerovital H3 Classic intensiv hidratanta de zi, 50 ml",25,https://www.emag.ro/crema-gerovital-h3-classic-intensiv-hidratanta-de-zi-50-ml-5943000082537/pd/D31QQYBBM/
"Flacon Instantly Ageless Jeunesse, crema anticearcane si antirid",19,https://www.emag.ro/flacon-instantly-ageless-jeunesse-crema-anticearcane-si-antirid-jeun02/pd/D5Y95DBBM/
"Crema antirid de ochi Avene PhysioLift, 15 ml",116,https://www.emag.ro/crema-antirid-de-ochi-avene-physiolift-15-ml-3282770049381/pd/DDJ6R3BBM/
"Crema gel sebum control - Gerovital Stop Acnee 50 ml, Farmec",19,https://www.emag.ro/crema-gel-sebum-control-gerovital-stop-acnee-50-ml-farmec-gsa64179/pd/DL17LKBBM/
"Pachet promo L'Oreal Paris: 2 x Crema antirid de noapte Revitalift Laser Renew, 50 ml",119,https://www.emag.ro/pachet-promo-l-oreal-paris-2-x-crema-antirid-de-noapte-revitalift-laser-renew-50-ml-5902503471835/pd/DM1ZL2MBM/
Crema de ochi anti rid Eveline Hyaluron Clinic 20 ml,24,https://www.emag.ro/crema-de-ochi-anti-rid-eveline-hyaluron-clinic-20-ml-ehcec20/pd/DG8KFZBBM/
"Crema multiprotectoare plus,Tis Farmaceutic,50 ml",13,https://www.emag.ro/crema-multiprotectoare-plus-tis-farmaceutic-50-ml-6422068006024/pd/D81P2BMBM/
"Crema Anti-Age Gerovital H3 Equilibrium, 200 ml",140,https://www.emag.ro/crema-anti-age-gerovital-h3-equilibrium-200-ml-5943000086252/pd/DXTXC2MBM/
"Crema pentru fata Indeed Labs, cu 22% vitanima C + 2% acid hialuronic, 30 ml",124,https://www.emag.ro/crema-pentru-fata-indeed-labs-cu-22-vitanima-c-2-acid-hialuronic-30-ml-775153009483/pd/DTNVYXMBM/
"Crema hidratanta de zi cu acid hialuronic Cetaphil Anti-Aging, 88 ml",212,https://www.emag.ro/crema-hidratanta-de-zi-cu-acid-hialuronic-cetaphil-anti-aging-88-ml-3499320009867/pd/D377Q7MBM/
"Crema SVR Sebiaclear Active anti-imperfectiuni, 40 ml",156,https://www.emag.ro/crema-svr-sebiaclear-active-anti-imperfectiuni-40-ml-3401381331436/pd/D14HMDMBM/
"Crema reparatoare post interventii estetice, Repair Novaclear, 40 ml",47,https://www.emag.ro/crema-reparatoare-post-interventii-estetice-repair-novaclear-40-ml-rep1/pd/DF6PNPMBM/
"Crema Antirid 100% naturala cu ulei de argan si catina Trio Verde, 50ml",30,https://www.emag.ro/crema-antirid-100-naturala-cu-ulei-de-argan-si-catina-trio-verde-50ml-trio-antirid50/pd/DZWQL7BBM/
"Crema intens rehidratanta La Roche-Posay Hydraphase Intense pentru conturul ochilor, 15 ml",50,https://www.emag.ro/crema-intens-rehidratanta-la-roche-posay-hydraphase-intense-pentru-conturul-ochilor-15-ml-3337872412646/pd/DLCWGMBBM/
"Crema de fata calmanta Bioderma Sensibio DS+ pentru ten iritat si cu scuame, 40ml",36,https://www.emag.ro/crema-de-fata-calmanta-bioderma-sensibio-ds-pentru-ten-iritat-si-cu-scuame-40ml-3401397240470/pd/D6V9WBBBM/
"Crema antirid cu Argan 50 ml, Farmec",14,https://www.emag.ro/crema-antirid-cu-argan-50-ml-farmec-fmc5491/pd/DMVVDDBBM/
"Gel hidratant cu apa termala Uriage Eau Thermale, 40 ml",40,https://www.emag.ro/gel-hidratant-cu-apa-termala-uriage-eau-thermale-40-ml-3661434007835/pd/DTKDC2MBM/
"Crema calmanta ACM Sensitelial pentru piele sensibila, 40 ml",31,https://www.emag.ro/crema-calmanta-acm-sensitelial-pentru-piele-sensibila-40-ml-3760095250038/pd/D4GCK7MBM/
"Crema de Zi Hidratanta cu Colagen, pentru ten normal si uscat, Bio Marine, 50ml",128,https://www.emag.ro/crema-de-zi-hidratanta-cu-colagen-pentru-ten-normal-si-uscat-bio-marine-50ml-7290016167382/pd/DM9RJTMBM/
"Crema de fata pentru zi/noapte Numis Med Sensitive pH 5,5 pentru piele foarte uscata, 50 ml",34,https://www.emag.ro/crema-de-fata-pentru-zi-noapte-numis-med-sensitive-ph-5-5-pentru-piele-foarte-uscata-50-ml-4003583209705/pd/DGKBCTMBM/
"Crema de fata concentrata Neutrogena Cellular Boost, anti-imbatranire, 30 ml",89,https://www.emag.ro/crema-de-fata-concentrata-neutrogena-cellular-boost-anti-imbatranire-30-ml-3574661476353/pd/DFLQ2TMBM/
"Crema de zi Fillerina Plus, Gradul 5, 50 ml",321,https://www.emag.ro/crema-de-zi-fillerina-plus-gradul-5-50-ml-8051417592154/pd/DJD5K7MBM/
"Crema antirid cu germeni de grau, TisFarmaceutic, 50 ml",44,https://www.emag.ro/crema-antirid-cu-germeni-de-grau-tisfarmaceutic-50-ml-397260421/pd/D7R6D0MBM/
"Crema pentru ochi Elmiplant Hyaluronic Gold, Femei, 15 ml",24,https://www.emag.ro/crema-pentru-ochi-elmiplant-hyaluronic-gold-femei-15-ml-5201314114543/pd/DFSFMGBBM/
"Benzaknen Gel, Galderma, Anti-Acnee, 5% peroxid benzoil, 40g",92,https://www.emag.ro/benzaknen-gel-galderma-anti-acnee-5-peroxid-benzoil-40g-bzkn-gl-5-40gr/pd/DKCM0HMBM/
"Crema de zi, Lancome Renergie Multi-lift Ultra, antirid, 15 ml",89,https://www.emag.ro/crema-de-zi-lancome-renergie-multi-lift-ultra-antirid-15-ml-3614272666740/pd/D4DVS3MBM/
Balsam Pentru Piele Atopica Atoderm Intensive Bioderma 75ml,39,https://www.emag.ro/balsam-pentru-piele-atopica-atoderm-intensive-bioderma-75ml-3401381463298-551/pd/D5ZXMCBBM/
"Crema Lierac Paris, Hydragenist Extreme Nourishing Rescue Balm, 50 ml",164,https://www.emag.ro/crema-lierac-paris-hydragenist-extreme-nourishing-rescue-balm-50-ml-3508240000097/pd/D83T3SBBM/
"Crema Lancome, Hydra Zen Neurocalm SPF15, 50 ml",241,https://www.emag.ro/crema-lancome-hydra-zen-neurocalm-spf15-50-ml-3605532026046/pd/DLGY7FBBM/
"Crema de noapte anti-imbatranire Mabox Retinol, acid hialuronic, vitamina E, 50 ml",49,https://www.emag.ro/crema-de-noapte-anti-imbatranire-mabox-retinol-acid-hialuronic-vitamina-e-50-ml-mabox-retinol/pd/DKQ2BMMBM/
"Set cadou Gerovital H3 Classic: Crema Lift Hidratanta de zi, 50 ml + Emulsie Hidratanta Demachianta 2 în 1, 200 ml",37,https://www.emag.ro/set-cadou-gerovital-h3-classic-crema-lift-hidratanta-de-zi-50-ml-emulsie-hidratanta-demachianta-2-in-1-200-ml-5943000107506/pd/DHH067MBM/
"Crema hidratanta si calmanta pentru ten sensibil si uscat CBD CANNABIDIOL, Bielenda, 50ml",29,https://www.emag.ro/crema-hidratanta-si-calmanta-pentru-ten-sensibil-si-uscat-cbd-cannabidiol-bielenda-50ml-5902169036195/pd/DZLG4BMBM/
"Crema contur ochi, Mizon Collagen Power Firming Eye Cream, 25 ml",85,https://www.emag.ro/crema-contur-ochi-mizon-collagen-power-firming-eye-cream-25-ml-8809663751500/pd/DF4CWPMBM/
"Crema de fata Avene Tolerance Extreme Riche pentru piele intoleranta, 50ml",71,https://www.emag.ro/crema-de-fata-avene-tolerance-extreme-riche-pentru-piele-intoleranta-50ml-3282770053135/pd/DDRX03MBM/
"Set ingrijire ten L'Oreal Paris Age Specialist 35+: Crema antirid de zi, 50 ml + Crema antirid de noapte, 50 ml",56,https://www.emag.ro/set-ingrijire-ten-l-oreal-paris-age-specialist-35-crema-antirid-de-zi-50-ml-crema-antirid-de-noapte-50-ml-5902503470685/pd/DWQZL2MBM/
"Crema de ochi 45+ Plant Line Arnica, 20 ml",14,https://www.emag.ro/crema-de-ochi-45-plant-line-arnica-20-ml-8714100777909/pd/DXJNY8BBM/
"Crema hidratanta, calmanta si reparatoare La Roche-Posay Toleriane Dermallergo pentru piele cu tendinta alergica sau sensibila, normala sau uscata, 40 ml",78,https://www.emag.ro/crema-hidratanta-calmanta-si-reparatoare-la-roche-posay-toleriane-dermallergo-pentru-piele-cu-tendinta-alergica-sau-sensibila-normala-sau-uscata-40-ml-3337875757614/pd/D56R9PMBM/
Crema de zi si noapte Eveline Anti-Rid 3D Collagen Intense 50ml,14,https://www.emag.ro/crema-de-zi-si-noapte-eveline-anti-rid-3d-collagen-intense-50ml-eaw3dci50/pd/DZMM67BBM/
"Crema de noapte anti-rid cu efect de revitalizare 55+, Nivea 50 ml",35,https://www.emag.ro/crema-de-noapte-anti-rid-cu-efect-de-revitalizare-55-nivea-50-ml-11751/pd/D6RVK5BBM/
"Crema de fata Bioderma Sebium Global Cover pentru ten acneic, 30 ml",50,https://www.emag.ro/crema-de-fata-bioderma-sebium-global-cover-pentru-ten-acneic-30-ml-3401360145207/pd/D2V71NBBM/
"Crema Gerovital H3 Classic pentru ten matur, uscat, ridat, 50 ml",39,https://www.emag.ro/crema-gerovital-h3-classic-pentru-ten-matur-uscat-ridat-50-ml-5943000092864/pd/DVCM23MBM/
"Crema hidratanta pentru ten uscat, deshidratat Simple Water Boost, cu minerale si extracte din plante, 50 ml",25,https://www.emag.ro/crema-hidratanta-pentru-ten-uscat-deshidratat-simple-water-boost-cu-minerale-si-extracte-din-plante-50-ml-8710908810510/pd/DCG0D3MBM/
"Crema Riduri Fine 35+ Gerocossen Argan Bio cu ulei de argan organic, Q10 si Homeostatine, 50 ml",17,https://www.emag.ro/crema-riduri-fine-35-gerocossen-argan-bio-cu-ulei-de-argan-organic-q10-si-homeostatine-50-ml-5943044010091/pd/D1KYG3BBM/
Crema de noapte faciala regeneranta cu acid hialuronic forte si minerale Dermasel 50 ml,153,https://www.emag.ro/crema-de-noapte-faciala-regeneranta-cu-acid-hialuronic-forte-si-minerale-dermasel-50-ml-80443/pd/DQFBK3MBM/
Crema de zi Rose Of Bulgaria 50ML,20,https://www.emag.ro/crema-de-zi-rose-of-bulgaria-50ml-108/pd/DBN7X9BBM/
Emulsie hidratanta Mask Hidra acne 50 ml,52,https://www.emag.ro/emulsie-hidratanta-mask-hidra-acne-50-ml-maskhidraacne/pd/D5B9ZYMBM/
"Emulsie Ducray Kelual pentru piele cu scuame, pentru bebelusi, 50 ml",41,https://www.emag.ro/emulsie-ducray-kelual-pentru-piele-cu-scuame-pentru-bebelusi-50-ml-3282770202274/pd/DM8X03MBM/
"Crema antirid contur ochi Gerovital H3 Derma+, 15 ml",41,https://www.emag.ro/crema-antirid-contur-ochi-gerovital-h3-derma-15-ml-5943000084647/pd/DVY743MBM/
"Crema pentru piele cu roseata si scuame Gerovital H3 Derma+, 50 ml",47,https://www.emag.ro/crema-pentru-piele-cu-roseata-si-scuame-gerovital-h3-derma-50-ml-5943000091362/pd/DZY743MBM/
"Crema de fata Re-turn SKINRx LAB pentru imbunatatirea barierii pielii, 50 ml",158,https://www.emag.ro/crema-de-fata-re-turn-skinrx-lab-pentru-imbunatatirea-barierii-pielii-50-ml-8809501970001/pd/DY8GH0MBM/
"Crema colorata SVR Topialyse Palpebral CC Light SPF20 contur ochi si pleoape iritate, 7g",42,https://www.emag.ro/crema-colorata-svr-topialyse-palpebral-cc-light-spf20-contur-ochi-si-pleoape-iritate-7g-3401360238152/pd/D9LHMDMBM/
"Crema Contur Ochi Antirid ,Retinol Complex, 50 ml",30,https://www.emag.ro/crema-contur-ochi-antirid-retinol-complex-50-ml-top-205/pd/D3LZ80MBM/
"Crema de fata Bioderma Hydrabio pentru ten uscat si foarte uscat, 50 ml",60,https://www.emag.ro/crema-de-fata-bioderma-hydrabio-pentru-ten-uscat-si-foarte-uscat-50-ml-3401329447687/pd/DGRKVDBBM/
"Benzaknen Gel, Galderma, Anti-Acnee, 5% peroxid benzoil, 15g",65,https://www.emag.ro/benzaknen-gel-galderma-anti-acnee-5-peroxid-benzoil-15g-bzkn-gl-5-15gr/pd/DHCM0HMBM/
"Benzaknen Gel, Galderma, Anti-Acnee, 10% peroxid benzoil, 60g",120,https://www.emag.ro/benzaknen-gel-galderma-anti-acnee-10-peroxid-benzoil-60g-bzkn-101/pd/D4M4YHMBM/
"Crema de zi pentru fermitate si anti-rid cu colagen, Health and Beauty Marea Moarta, fara parabeni, SPF-20, 50 ml",105,https://www.emag.ro/crema-de-zi-pentru-fermitate-si-anti-rid-cu-colagen-health-and-beauty-marea-moarta-fara-parabeni-spf-20-50-ml-csk-hb-1290/pd/DTFYQ0MBM/
"Crema de fata pentru noapte, Apidermin Exubera, coenzima Q10, 50ml.",87,https://www.emag.ro/crema-de-fata-pentru-noapte-apidermin-exubera-coenzima-q10-50ml-apiexubn50/pd/D2W6ZKMBM/
"Crema hidratanta cu vitamine si mustel,Tis Farmaceutic,50ml",18,https://www.emag.ro/crema-hidratanta-cu-vitamine-si-mustel-tis-farmaceutic-50ml-6422068000077/pd/DG1P2BMBM/
"Lift Gel pur de acid hialuronic cu extract de melc, Cosmetical Solution, hidratare, anti-rid, 50 ml",89,https://www.emag.ro/lift-gel-pur-de-acid-hialuronic-cu-extract-de-melc-cosmetical-solution-hidratare-anti-rid-50-ml-26/pd/DLS8WLBBM/
