pret,descriere,link
772,"The Post-Dictatorship Generation in Argentina, Chile, and Uruguay: Collective Memory and Cultural Production, Ana Ros (Author)",https://www.emag.ro/the-post-dictatorship-generation-in-argentina-chile-and-uruguay-collective-memory-and-cultural-production-ana-ros-author-9780230120600/pd/DQDM4HBBM/
20,Poverism - Augustin Ioan,https://www.emag.ro/poverism-augustin-ioan-2000000202464/pd/DR7GQBBBM/
20,Alternative culturale; Gabriel Hasmatuchi,https://www.emag.ro/alternative-culturale-gabriel-hasmatuchi-etm-15/pd/DN8ZPGBBM/
814,"Heidegger's Concept of Truth, Daniel O. Dahlstrom (Author)",https://www.emag.ro/heidegger-s-concept-of-truth-daniel-o-dahlstrom-author-9780521643177/pd/DBJX9HBBM/
814,"Lyotard and the Inhuman Condition: ""Reflections on Nihilism, Information and Art""",https://www.emag.ro/lyotard-and-the-inhuman-condition-reflections-on-nihilism-information-and-art-9780748697243/pd/DF79J2BBM/
814,"Wittgenstein: Lectures, Cambridge 1930 1933: From the Notes of G. E. Moore, Ludwig Wittgenstein (Author)",https://www.emag.ro/wittgenstein-lectures-cambridge-1930-1933-from-the-notes-of-g-e-moore-ludwig-wittgenstein-author-9781107041165/pd/D8MCGKBBM/
840,"Wittgenstein and Psychotherapy: From Paradox to Wonder, John M. Heaton (Author)",https://www.emag.ro/wittgenstein-and-psychotherapy-from-paradox-to-wonder-john-m-heaton-author-9781137367686/pd/DTTRXHBBM/
840,"The Paradox of Authenticity in a Globalized World, Russell Cobb (Editor)",https://www.emag.ro/the-paradox-of-authenticity-in-a-globalized-world-russell-cobb-editor-9781137353825/pd/DPJCLHBBM/
19,"Purtarea de buna-cuviinta intre oameni - Timotei Cipariu, ed 2021",https://www.emag.ro/purtarea-de-buna-cuviinta-intre-oameni-timotei-cipariu-ed-2021-9786060810247/pd/DN4V1DMBM/
19,Interfata - Sanda Berce,https://www.emag.ro/interfata-sanda-berce-lim978-973-726-978-2/pd/DGPX43BBM/
28,Discurs asupra inegalitatii. Contractul Social - Jean-Jacques Rousseau,https://www.emag.ro/discurs-asupra-inegalitatii-contractul-social-jean-jacques-rousseau-ine973-611-427-9/pd/D34PQBBBM/
27,Motivatia. Teorii Si Practici - Carmen Buzea,https://www.emag.ro/motivatia-teorii-si-practici-carmen-buzea-ine978-973-611-660-5/pd/D29LVMBBM/
26,Descopera filosofia. Sartre,https://www.emag.ro/descopera-filosofia-sartre-9786063366222/pd/DR66YHMBM/
12,"Dragoste, familie si fericire - Petru Ilut",https://www.emag.ro/dragoste-familie-si-fericire-petru-ilut-9789734651245/pd/DSVLVMBBM/
16,"Mircea Eliade, hermeneutica spectacolului - Cristina Scarlat",https://www.emag.ro/mircea-eliade-hermeneutica-spectacolului-cristina-scarlat-eik978-606-711-493-5/pd/DW3ZB0BBM/
23,Anatomia unei stafii - Alain Besancon,https://www.emag.ro/anatomia-unei-stafii-alain-besancon-hum978-973-50-4440-4/pd/DVD8CBBBM/
21,Detasarea transnationala. Aspecte teoretice si practice - Dana Volosevici,https://www.emag.ro/detasarea-transnationala-aspecte-teoretice-si-practice-dana-volosevici-9786062608149/pd/DJ9JX9BBM/
25,Capital - Marx K.,https://www.emag.ro/capital-marx-k-9781840226997/pd/D8NSH2BBM/
111,"""I Love Learning; I Hate School"": An Anthropology of College, Susan D. Blum (Author)",https://www.emag.ro/i-love-learning-i-hate-school-an-anthropology-of-college-susan-d-blum-author-9781501713484/pd/DGZV49BBM/
774,"Curatorial Challenges - , ed 2019",https://www.emag.ro/curatorial-challenges-ed-2019-9780815370062/pd/DMN6V3MBM/
120,"You Are the Awakening, Zen Gardner (Author)",https://www.emag.ro/you-are-the-awakening-zen-gardner-author-9781522897095/pd/DJ4XS0BBM/
26,"Pragmatism, William James",https://www.emag.ro/pragmatism-william-james-9780486282701/pd/DK79T9BBM/
18,Scena bolnava - Philippe Beaussant,https://www.emag.ro/scena-bolnava-philippe-beaussant-9786066647908/pd/DPLB6KBBM/
772,"The Politics of In/Visibility: Being There, Kath Woodward (Author)",https://www.emag.ro/the-politics-of-in-visibility-being-there-kath-woodward-author-9780230302556/pd/DXWRVHBBM/
14,"Catre sine insusi, Marc Aureliu",https://www.emag.ro/catre-sine-insusi-marc-aureliu-9789736424151/pd/D68Y3XMBM/
24,Dialoguri - Platon,https://www.emag.ro/dialoguri-platon-9789736365072/pd/DR2GQBBBM/
772,"Memory in a Global Age: Discourses, Practices and Trajectories, Aleida Assmann (Editor)",https://www.emag.ro/memory-in-a-global-age-discourses-practices-and-trajectories-aleida-assmann-editor-9780230272910/pd/DNZ5JHBBM/
20,322 de vorbe memorabile (Reed) - Petre Tutea,https://www.emag.ro/322-de-vorbe-memorabile-reed-petre-tutea-9789735057824/pd/DZ5HHNBBM/
815,Reading Kant's Lectures de Robert R. Clewis,https://www.emag.ro/reading-kant-s-lectures-de-robert-r-clewis-9783110342321/pd/DC87WBMBM/
840,"Immigration Policy and the Scandinavian Welfare State 1945-2010, Grete Brochmann (Author)",https://www.emag.ro/immigration-policy-and-the-scandinavian-welfare-state-1945-2010-grete-brochmann-author-9780230302389/pd/DCT9J0BBM/
19,Reconstructia Libertatii - Wlater Block,https://www.emag.ro/reconstructia-libertatii-wlater-block-9789738784727/pd/DNH4DDBBM/
28,Jewish Antiquities - Josephus,https://www.emag.ro/jewish-antiquities-josephus-9781840221329/pd/EQ3KG0BBM/
27,"Motive Economice In Antropologie - Laurent Bazin, Monique Selim",https://www.emag.ro/motive-economice-in-antropologie-laurent-bazin-monique-selim-ine978-973-611-631-5/pd/DWG2GBBBM/
27,Filosofia identitatii romanesti - Ionel Necula,https://www.emag.ro/filosofia-identitatii-romanesti-ionel-necula-cie978-606-594-629-3/pd/DDYRLCBBM/
26,"Descopera filosofia, Schopenhauer",https://www.emag.ro/descopera-filosofia-schopenhauer-9786063349386/pd/DRP57NMBM/
26,Descopera filosofia. Kierkegaard,https://www.emag.ro/descopera-filosofia-kierkegaard-9786063366246/pd/D666YHMBM/
12,Aphorisms on Love and Hate de Friedrich Nietzsche,https://www.emag.ro/aphorisms-on-love-and-hate-de-friedrich-nietzsche-9780141397900/pd/DR98ZSBBM/
12,"Studii de caz la clasele primare - Maria Raicu, Nicoleta-Sonia Ionica",https://www.emag.ro/studii-de-caz-la-clasele-primare-maria-raicu-nicoleta-sonia-ionica-ars978-606-574-473-8/pd/DJM3LBBBM/
16,Umanism si umanizare - Gheorghe Novac,https://www.emag.ro/umanism-si-umanizare-gheorghe-novac-eik978-606-711-914-5/pd/DRVQWCBBM/
16,Designul relational - Arturo Escobar,https://www.emag.ro/designul-relational-arturo-escobar-9786068265384/pd/DQDZJ7BBM/
23,Himera literaturii dialog epistolar - Ion lazu s - i Ion Murgeanu,https://www.emag.ro/himera-literaturii-dialog-epistolar-ion-lazu-s-i-ion-murgeanu-9789736694301/pd/DVQPB2BBM/
23,Feminismul celor 99%. Manifest,https://www.emag.ro/feminismul-celor-99-manifest-9786069028124/pd/DL5RB5BBM/
21,Patul lui Procust. Aforisme practice si filosofice. Ed a II a - Nassim Nicholas Taleb,https://www.emag.ro/patul-lui-procust-aforisme-practice-si-filosofice-ed-a-ii-a-nassim-nicholas-taleb-9786064400994/pd/DKVXZCBBM/
21,Superinteligenta - Nick Bostrom,https://www.emag.ro/superinteligenta-nick-bostrom-9786063302817/pd/D6XTX7BBM/
21,Ascensiunea omului - Jacob Bronowski,https://www.emag.ro/ascensiunea-omului-jacob-bronowski-9789735060367/pd/DLMQ1JBBM/
25,Nasterea culturii pop - Marius Babias,https://www.emag.ro/nasterea-culturii-pop-marius-babias-9789737913838/pd/D11D12BBM/
25,Hieroglife cantemiriene - Ovidiu Pecican,https://www.emag.ro/hieroglife-cantemiriene-ovidiu-pecican-lim978-606-799-066-9/pd/DH86WNBBM/
111,"Wanderlust: A History of Walking, Rebecca Solnit",https://www.emag.ro/wanderlust-a-history-of-walking-rebecca-solnit-9780140286014/pd/DN240HBBM/
775,"Working with Violence: Policies and Practices in Risk Assessment and Management, Judith Milner (Author)",https://www.emag.ro/working-with-violence-policies-and-practices-in-risk-assessment-and-management-judith-milner-author-9781403943071/pd/DBRDXHBBM/
775,Net and the Nation State,https://www.emag.ro/net-and-the-nation-state-9781107142947/pd/D68GRLBBM/
120,"A Good Goodbye: Funeral Planning for Those Who Don't Plan to Die, Gail Rubin (Author)",https://www.emag.ro/a-good-goodbye-funeral-planning-for-those-who-don-t-plan-to-die-gail-rubin-author-9780984596201/pd/DLZDZHBBM/
120,"African Pyramids of Knowledge, Molefi Kete Asante (Author)",https://www.emag.ro/african-pyramids-of-knowledge-molefi-kete-asante-author-9780982532706/pd/D7T6JHBBM/
26,The Will to Power de Friedrich Wilhelm Nietzsche,https://www.emag.ro/the-will-to-power-de-friedrich-wilhelm-nietzsche-9780486831664/pd/DKDZ1BMBM/
26,Ethics - Spinoza,https://www.emag.ro/ethics-spinoza-9781840221190/pd/DQL3B2BBM/
18,"Derrida, un egiptean - Peter Sloterdijk",https://www.emag.ro/derrida-un-egiptean-peter-sloterdijk-hum978-973-50-3840-3/pd/E1SVW0BBM/
772,"Migrant Capital: Networks, Identities and Strategies, Louise Ryan (Editor)",https://www.emag.ro/migrant-capital-networks-identities-and-strategies-louise-ryan-editor-9781137348791/pd/D1LTXHBBM/
772,"Sexual Treason in Germany During the First World War, Lisa Todd (Author)",https://www.emag.ro/sexual-treason-in-germany-during-the-first-world-war-lisa-todd-author-9783319515137/pd/DP80CFBBM/
772,"Normativity in Perception, Maxime Doyon (Editor)",https://www.emag.ro/normativity-in-perception-maxime-doyon-editor-9781137377913/pd/D7BMWHBBM/
14,"De ce ne nastem?, Jacques Brosse",https://www.emag.ro/de-ce-ne-nastem-jacques-brosse-5948359003776/pd/DCD93XMBM/
14,In memoriam Marco I. Barasch - Statele Unite ale Europei. Le socialisme juridique,https://www.emag.ro/in-memoriam-marco-i-barasch-statele-unite-ale-europei-le-socialisme-juridique-9786065917187/pd/D9H8ZNMBM/
24,Omul tranzitiei - Ivan Ivlampie,https://www.emag.ro/omul-tranzitiei-ivan-ivlampie-eik978-606-711-301-3/pd/D5K2B0BBM/
24,Reprimarea pirateriei - Vespasian V. Pella,https://www.emag.ro/reprimarea-pirateriei-vespasian-v-pella-ine978-606-24-0131-3/pd/DYTMQ3BBM/
24,Repere Culturale Australiene Vol.1 - Elena Florea,https://www.emag.ro/repere-culturale-australiene-vol-1-elena-florea-eik978-973-757-665-1/pd/D25JZMBBM/
772,"Socially-Just Radical Alternatives for Education and Youth Work Practice: Re-Imagining Ways of Working with Young People, Charlie Cooper (Editor)",https://www.emag.ro/socially-just-radical-alternatives-for-education-and-youth-work-practice-re-imagining-ways-of-working-with-young-people-charlie-cooper-editor-9781137393586/pd/DJ6ZXHBBM/
20,"Personalizarea socialului, Ionel Ungureanu",https://www.emag.ro/personalizarea-socialului-ionel-ungureanu-978-606-8117-76-8/pd/DKMV4FBBM/
20,"Cartile omului dublu - Anca Hategan, ed 2011",https://www.emag.ro/cartile-omului-dublu-anca-hategan-ed-2011-9789737265289/pd/D6R8QMMBM/
20,Mandria - Michael Eric Dyson,https://www.emag.ro/mandria-michael-eric-dyson-9789731680002/pd/D47F53BBM/
816,Mantissa de Jonathan Barnes,https://www.emag.ro/mantissa-de-jonathan-barnes-9780198709282/pd/DV5MQLBBM/
818,Victimology,https://www.emag.ro/victimology-brt9781138690295/pd/DL0B8LBBM/
840,"The Globalization of Asian Cuisines: Transnational Networks and Culinary Contact Zones, James Farrer (Editor)",https://www.emag.ro/the-globalization-of-asian-cuisines-transnational-networks-and-culinary-contact-zones-james-farrer-editor-9781137522283/pd/D5YJPHBBM/
840,"Postfeminist Digital Cultures: Femininity, Social Media, and Self-Representation, Amy Shields Dobson (Author)",https://www.emag.ro/postfeminist-digital-cultures-femininity-social-media-and-self-representation-amy-shields-dobson-author-9781137408396/pd/D5ZWDHBBM/
19,"Omul real. Eseuri de ontologie a umanului, Ion Tudosescu",https://www.emag.ro/omul-real-eseuri-de-ontologie-a-umanului-ion-tudosescu-9789737253095/pd/DS6Y3XMBM/
19,Guvernarea Constantin Sanatescu vol.2 - Marcel Dumitru Ciuca,https://www.emag.ro/guvernarea-constantin-sanatescu-vol-2-marcel-dumitru-ciuca-sec978-973-642-310-7/pd/EXJZW0BBM/
28,Antichitatile noastre - Ioana Costa,https://www.emag.ro/antichitatile-noastre-ioana-costa-9786069352212/pd/D8Q8QBBBM/
28,"Despre educatie - Bertrand Russell, ed. 2019",https://www.emag.ro/despre-educatie-bertrand-russell-ed-2019-9789735063535/pd/DPB2DRBBM/
27,"Descopera filosofia.Voltaire, Toni Llácer",https://www.emag.ro/descopera-filosofia-voltaire-toni-llacer-9786063348600/pd/D6JLVTMBM/
26,"Descopera filosofia, Heidegger",https://www.emag.ro/descopera-filosofia-heidegger-9786063349409/pd/D1P57NMBM/
26,Descopera filosofia. Pitagora,https://www.emag.ro/descopera-filosofia-pitagora-9786063348594/pd/DZWVVKMBM/
12,Drama noastra demografica - Vasile Ghetau,https://www.emag.ro/drama-noastra-demografica-vasile-ghetau-com978-973-1960-93-7/pd/E218G0BBM/
12,CD Activity book for Smart Clasa a 6-a - Dorina Doroftei,https://www.emag.ro/cd-activity-book-for-smart-clasa-a-6-a-dorina-doroftei-ine973-611-111-3/pd/D3MXQBBBM/
16,Guvernarea Constantin Sanatescu vol.1. - Marcel Dumitru Ciuca,https://www.emag.ro/guvernarea-constantin-sanatescu-vol-1-marcel-dumitru-ciuca-sec978-973-642-276-8/pd/E64460BBM/
16,"Sistem social si actiune umana. Expozeu de filosofie sociala, Ion Tudosescu",https://www.emag.ro/sistem-social-si-actiune-umana-expozeu-de-filosofie-sociala-ion-tudosescu-9789731632063/pd/D2T5FKMBM/
23,Comparatism si germanistica - Vasile Voia,https://www.emag.ro/comparatism-si-germanistica-vasile-voia-9789731925004/pd/DJM722BBM/
23,Sociologie Romaneasca Vol.x Nr.3 2012,https://www.emag.ro/sociologie-romaneasca-vol-x-nr-3-2012-ine1220-5389-22/pd/D42BC3BBM/
21,"Sexul. O istorie timpurie - Christopher Ryan, Cacilda Jetha",https://www.emag.ro/sexul-o-istorie-timpurie-christopher-ryan-cacilda-jetha-9786066008426/pd/E73BW0BBM/
25,Filosofia ca terapie - Emil Stan,https://www.emag.ro/filosofia-ca-terapie-emil-stan-ine978-606-24-0175-7/pd/D1LGWNBBM/
25,Dao. Marele Luminator - Huai Nan Zi,https://www.emag.ro/dao-marele-luminator-huai-nan-zi-5948417170051/pd/DRHHP2BBM/
25,Teoria stiintei in filosofia lui Auguste Comte - Mihai Uta,https://www.emag.ro/teoria-stiintei-in-filosofia-lui-auguste-comte-mihai-uta-aiu978-606-562-266-1/pd/EN31W0BBM/
111,"Max Stirner: His Life and His Work, John Henry MacKay (Author)",https://www.emag.ro/max-stirner-his-life-and-his-work-john-henry-mackay-author-9781594579837/pd/DLJTCHBBM/
111,"The Flame of a Candle, Gaston Bachelard (Author)",https://www.emag.ro/the-flame-of-a-candle-gaston-bachelard-author-9780911005158/pd/DXVVHHBBM/
776,"Socrates: Fictions of a Philosopher, Sarah Kofman (Author)",https://www.emag.ro/socrates-fictions-of-a-philosopher-sarah-kofman-author-9780801435515/pd/DKCSJDBBM/
777,Husserl’s Ideen de Lester Embree,https://www.emag.ro/husserl-s-ideen-de-lester-embree-9789400752122/pd/DF3D3QBBM/
120,"Ivan Illich in Conversation, David Cayley, Ivan Illich",https://www.emag.ro/ivan-illich-in-conversation-david-cayley-ivan-illich-9780887845246/pd/DD2PC7BBM/
120,"Being in Love: How to Love with Awareness and Relate Without Fear, Osho",https://www.emag.ro/being-in-love-how-to-love-with-awareness-and-relate-without-fear-osho-9780307337900/pd/DKHNXHBBM/
26,Omul si Devenirea sa dupa Vedanta - Rene Guenon,https://www.emag.ro/omul-si-devenirea-sa-dupa-vedanta-rene-guenon-5948417230090/pd/D52GQBBBM/
26,Vointa de a Crede - William James,https://www.emag.ro/vointa-de-a-crede-william-james-5948417240082/pd/DYDGQBBBM/
18,Marx si religia - Nicolae Turcan,https://www.emag.ro/marx-si-religia-nicolae-turcan-9789737579621/pd/DLYD1YBBM/
18,De la vocatia cumpatarii la o lume dezvrajita - Cristiana Cioara,https://www.emag.ro/de-la-vocatia-cumpatarii-la-o-lume-dezvrajita-cristiana-cioara-bru978-973-602-620-1/pd/DHFM9BBBM/
772,"Municipal Policing in the European Union: Comparative Perspectives, Daniel Donnelly (Author)",https://www.emag.ro/municipal-policing-in-the-european-union-comparative-perspectives-daniel-donnelly-author-9780230232037/pd/D4W8SHBBM/
772,"Women in the Military Orders of the Crusades, Myra Miranda Bom (Author)",https://www.emag.ro/women-in-the-military-orders-of-the-crusades-myra-miranda-bom-author-9780230114135/pd/DHKSFHBBM/
14,"Darul Maniei si alte lectii de la bunicul meu, Mahatma Gandhi, Arun Gandhi",https://www.emag.ro/darul-maniei-si-alte-lectii-de-la-bunicul-meu-mahatma-gandhi-arun-gandhi-9789735065553/pd/DDZ3BGBBM/
24,Criza umanitatii europene si filosofia - Edmund Husserl,https://www.emag.ro/criza-umanitatii-europene-si-filosofia-edmund-husserl-9786067481242/pd/DYQS22BBM/
24,Philosophy of the romanian cosmogonic legends - Gheorghe Vladutescu,https://www.emag.ro/philosophy-of-the-romanian-cosmogonic-legends-gheorghe-vladutescu-9789735968526/pd/D74S22BBM/
772,"Juliet Mitchell and the Lateral Axis: Twenty-First-Century Psychoanalysis and Feminism, Robbie Duschinsky (Editor)",https://www.emag.ro/juliet-mitchell-and-the-lateral-axis-twenty-first-century-psychoanalysis-and-feminism-robbie-duschinsky-editor-9781137381170/pd/DKQKXHBBM/
772,"Philosophical Approaches to Atonement, Incarnation, and the Trinity, Charles S. Layman (Author)",https://www.emag.ro/philosophical-approaches-to-atonement-incarnation-and-the-trinity-charles-s-layman-author-9781137584861/pd/DGNNXHBBM/
20,Desfranarea - Simon Blackburn,https://www.emag.ro/desfranarea-simon-blackburn-9789731680064/pd/DCKF53BBM/
20,Sociologia. Regulile metodei sociologice - Emile Durkheim,https://www.emag.ro/sociologia-regulile-metodei-sociologice-emile-durkheim-ant978-973-636-250-7/pd/DS8643BBM/
818,History of Infectious Disease Pandemics in Urban Societies,https://www.emag.ro/history-of-infectious-disease-pandemics-in-urban-societies-9780739180266/pd/DDWPJ2BBM/
818,Introduction to the Counseling Profession,https://www.emag.ro/introduction-to-the-counseling-profession-9781138684805/pd/D1VM6LBBM/
840,"The Philosophy of Historical Case Studies, Tilman Sauer (Editor)",https://www.emag.ro/the-philosophy-of-historical-case-studies-tilman-sauer-editor-9783319302270/pd/DK48JHBBM/
840,"The Nature of Scientific Thinking: On Interpretation, Explanation, and Understanding, Jan Faye (Author)",https://www.emag.ro/the-nature-of-scientific-thinking-on-interpretation-explanation-and-understanding-jan-faye-author-9781137389824/pd/DT6L0HBBM/
19,"Filosofie antica. O foarte scurta introducere, Julia Annas",https://www.emag.ro/filosofie-antica-o-foarte-scurta-introducere-julia-annas-9786063350177/pd/DRK9ZYMBM/
28,Tratat Despre Toleranta - Voltaire,https://www.emag.ro/tratat-despre-toleranta-voltaire-5948417240174/pd/DYS3B2BBM/
28,"Limba Romana de Azi Vorbim si Scriem Corect Romaneste, Elena Silvestru",https://www.emag.ro/limba-romana-de-azi-vorbim-si-scriem-corect-romaneste-elena-silvestru-9786062606138/pd/DCNBKMMBM/
27,"Descopera filosofia.Freud, Toni Llácer",https://www.emag.ro/descopera-filosofia-freud-toni-llacer-9786063349355/pd/DGJLVTMBM/
27,"Descopera filosofia.Descartes, Toni Llácer",https://www.emag.ro/descopera-filosofia-descartes-toni-llacer-9786063348587/pd/D5JLVTMBM/
27,"Descopera filosofia.Marx, Toni Llácer",https://www.emag.ro/descopera-filosofia-marx-toni-llacer-9786063349423/pd/D8JLVTMBM/
26,Filosofia antica restituita in puritatea ei. Opera secreta a filosofiei lui Hermes - Jean D`Espagnet,https://www.emag.ro/filosofia-antica-restituita-in-puritatea-ei-opera-secreta-a-filosofiei-lui-hermes-jean-d-espagnet-5948417190356/pd/DLM0BVBBM/
26,Epoca ratiunii - Thomas Paine,https://www.emag.ro/epoca-ratiunii-thomas-paine-5948417240204/pd/D8LPQDBBM/
12,Reflectii si maxime - Vauvenargues,https://www.emag.ro/reflectii-si-maxime-vauvenargues-sec973-642-237-9/pd/E4W450BBM/
12,"Tao Te Ching. Cartea despre Tao si calitatile sale (introducere de Max Weber), Lao Tse",https://www.emag.ro/tao-te-ching-cartea-despre-tao-si-calitatile-sale-introducere-de-max-weber-lao-tse-9786068893259/pd/DQ06TWBBM/
16,"Explicatia - Alain Badiou, Alain Finkielkraut",https://www.emag.ro/explicatia-alain-badiou-alain-finkielkraut-9786068437156/pd/DC3TRBBBM/
16,"Psihologia multimilor, Gustave Le Bon, 154 pagini",https://www.emag.ro/psihologia-multimilor-gustave-le-bon-154-pagini-pbro077a/pd/DB0FTCBBM/
23,Eminescologi clujeni - Constantin Cublesan,https://www.emag.ro/eminescologi-clujeni-constantin-cublesan-lim973-726-569-2/pd/EKYQ50BBM/
21,5000 i.Hr. si alte fantezii filosofice - Raymond Smullyan,https://www.emag.ro/5000-i-hr-si-alte-fantezii-filosofice-raymond-smullyan-9786065872868/pd/DGCFLBBBM/
25,Formarea si dezvoltarea de competente in investigarea realitatii sociale - Maria Padureanu,https://www.emag.ro/formarea-si-dezvoltarea-de-competente-in-investigarea-realitatii-sociale-maria-padureanu-9786068436197/pd/DZC9QDBBM/
25,Logica lui Dimitrie Cantemir - I. Brucar,https://www.emag.ro/logica-lui-dimitrie-cantemir-i-brucar-aiu978-606-562-534-1/pd/DXHX43BBM/
111,America,https://www.emag.ro/america-9781844676828/pd/E1ND80BBM/
779,Lethal Decisions: The Unnecessary Deaths of Women and Children from HIV/AIDS - Arthur J. Ammann (Author),https://www.emag.ro/lethal-decisions-the-unnecessary-deaths-of-women-and-children-from-hiv-aids-arthur-j-ammann-author-9780826521248/pd/DTVH1CBBM/
120,"Samkhya Karika: With Gaudapadacarya Bhasya, Brahmrishi Vishvatma Bawra (Author)",https://www.emag.ro/samkhya-karika-with-gaudapadacarya-bhasya-brahmrishi-vishvatma-bawra-author-9781468156799/pd/DGFNJHBBM/
26,"Filmul ca situatie sociala - Christian Ferencz-Flatz, ed 2018",https://www.emag.ro/filmul-ca-situatie-sociala-christian-ferencz-flatz-ed-2018-9786069039007/pd/DD3JN5BBM/
18,"Carte de intelepciune, Constantin Noica",https://www.emag.ro/carte-de-intelepciune-constantin-noica-9789735066352/pd/D21CWMMBM/
772,"Scientific Enquiry and Natural Kinds: From Planets to Mallards, P. D. Magnus (Author)",https://www.emag.ro/scientific-enquiry-and-natural-kinds-from-planets-to-mallards-p-d-magnus-author-9780230369177/pd/DFW8SHBBM/
14,Viata pe baza de abonament - Ioan Matei,https://www.emag.ro/viata-pe-baza-de-abonament-ioan-matei-9786066641524/pd/DY12H2BBM/
24,Guvernanta si guvernare - Andrei Marga,https://www.emag.ro/guvernanta-si-guvernare-andrei-marga-com978-606-680-002-0/pd/DWCZJBBBM/
772,"Commonplace Diversity: Social Relations in a Super-Diverse Context, Susanne Wessendorf (Author)",https://www.emag.ro/commonplace-diversity-social-relations-in-a-super-diverse-context-susanne-wessendorf-author-9781137033307/pd/DLJ5VHBBM/
772,"Understanding Terrorism in the Age of Global Media: A Communication Approach, Cristina Archetti (Author)",https://www.emag.ro/understanding-terrorism-in-the-age-of-global-media-a-communication-approach-cristina-archetti-author-9780230360495/pd/DCKVPHBBM/
772,"Popular Culture and New Media: The Politics of Circulation, David Beer (Author)",https://www.emag.ro/popular-culture-and-new-media-the-politics-of-circulation-david-beer-author-9781137270047/pd/DB8JVHBBM/
20,Tematizari in eticile aplicate - Mihaela Frunza,https://www.emag.ro/tematizari-in-eticile-aplicate-mihaela-frunza-lim973-726-440-4/pd/EH1F50BBM/
20,"Omul, animalele si lumea. Interferente filosofice - Mihai Androne",https://www.emag.ro/omul-animalele-si-lumea-interferente-filosofice-mihai-androne-eik978-606-711-485-0/pd/DL0ZJCBBM/
20,Kerygma si demitologizare - Dorin Stefanescu,https://www.emag.ro/kerygma-si-demitologizare-dorin-stefanescu-eik978-606-711-800-1/pd/DFMZJCBBM/
818,Assessing Empathy - Elizabeth A. Segal (Author),https://www.emag.ro/assessing-empathy-elizabeth-a-segal-author-9780231181907/pd/D5SH1CBBM/
818,A Companion to the Philosophy of Education de Randall Curren [Hardback],https://www.emag.ro/a-companion-to-the-philosophy-of-education-de-randall-curren-hardback-9780631228370/pd/DH9B3MMBM/
819,A Companion to European Union Law and International Law de Dennis Patterson,https://www.emag.ro/a-companion-to-european-union-law-and-international-law-de-dennis-patterson-9780470674390/pd/D2V8ZSBBM/
840,"Inferentialism: Why Rules Matter, Jaroslav Peregrin (Author)",https://www.emag.ro/inferentialism-why-rules-matter-jaroslav-peregrin-author-9781137452955/pd/DH00FHBBM/
19,Cronicari si scriitori romani clasici - Silvia Ursache,https://www.emag.ro/cronicari-si-scriitori-romani-clasici-silvia-ursache-sil978-9975-3172-3-8/pd/DJ0LJCBBM/
28,"Politica, Aristotel",https://www.emag.ro/politica-aristotel-9789736362545/pd/D38Y3XMBM/
27,"Descopera filosofia.Kant, Toni Llácer",https://www.emag.ro/descopera-filosofia-kant-toni-llacer-9786063347962/pd/DQJLVTMBM/
26,Religie si stiinta - Bertrand Russell,https://www.emag.ro/religie-si-stiinta-bertrand-russell-5948417280187/pd/D014MVBBM/
12,Antropologia culturala americana - Nicolae Panea,https://www.emag.ro/antropologia-culturala-americana-nicolae-panea-euc978-606-14-0422-3/pd/DDWM0FBBM/
16,"Chateaubriand entre L Essai sur les revolutions et Le Genie du christianisme : l apparition d une conscience chretienne, Diana Mite",https://www.emag.ro/chateaubriand-entre-l-essai-sur-les-revolutions-et-le-genie-du-christianisme-l-apparition-d-une-conscience-chretienne-diana-mite-9789731661117/pd/D4D93XMBM/
23,Easter holiday. Easter feast - Radu Anton Roman,https://www.emag.ro/easter-holiday-easter-feast-radu-anton-roman-9786067480498/pd/DNJNLMBBM/
21,Analiza avansata a datelor in stiintele sociale - Ciprian Ioan Obrad,https://www.emag.ro/analiza-avansata-a-datelor-in-stiintele-sociale-ciprian-ioan-obrad-pun978-606-26-1351-8/pd/DT1QWNMBM/
25,Cartile omului dublu - Anca Hatiegan,https://www.emag.ro/cartile-omului-dublu-anca-hatiegan-lim973-726-528-9/pd/EBLL50BBM/
111,"Much ADO about Nothingness: Essays on Nishida and Tanabe, James W. Heisig (Author)",https://www.emag.ro/much-ado-about-nothingness-essays-on-nishida-and-tanabe-james-w-heisig-author-9781517690304/pd/DH4PVDBBM/
779,"Phenomenology of Perception, Maurice Merleau-Ponty (Author)",https://www.emag.ro/phenomenology-of-perception-maurice-merleau-ponty-author-9780415558693/pd/DL3MSHBBM/
120,"Changing Lenses: Restorative Justice for Our Times, Howard Zehr (Author)",https://www.emag.ro/changing-lenses-restorative-justice-for-our-times-howard-zehr-author-9780836199475/pd/D1CNPHBBM/
120,"An Introduction to Cultural Anthropology: 2nd Edition, Robert B. Chamberlain Phd (Author)",https://www.emag.ro/an-introduction-to-cultural-anthropology-2nd-edition-robert-b-chamberlain-phd-author-9781532822582/pd/DH5NSFBBM/
26,"On the Origin of Species - Charles Darwin, ed 2019",https://www.emag.ro/on-the-origin-of-species-charles-darwin-ed-2019-9781847497840/pd/DJV5H8BBM/
18,"Didactica filosofiei, Aurel M. Cazacu",https://www.emag.ro/didactica-filosofiei-aurel-m-cazacu-9789737256348/pd/DQ6Y3XMBM/
