pret,descriere,link
4999,"Placa video Gigabyte GeForce® RTX™ 3060 EAGLE 2.0 LHR, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-eagle-2-0-lhr-12gb-gddr6-192-bit-gv-n3060eagle-12gd-2-0/pd/D7CFDPMBM/
11781,"Placa video MSI Radeon™ RX 6800 GAMING X TRIO, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-msi-radeontm-rx-6800-gaming-x-trio-16gb-gddr6-256-bit-rx-6800-gaming-x-trio-16g/pd/D7Q39DMBM/
1569,"Placa video Matrox M9128 1GB , 2xDisplayPort, PCI-Express x16 low profile",https://www.emag.ro/placa-video-matrox-m9128-1gb-2xdisplayport-pci-express-x16-low-profile-m9128-e1024laf/pd/D2SR4CBBM/
1299,"Placa video Sapphire PULSE RADEON RX 5500 XT, 8GB, GDDR6, 128-bit",https://www.emag.ro/placa-video-sapphire-pulse-radeon-rx-5500-xt-8gb-gddr6-128-bit-11295-01-20g/pd/DM42LGBBM/
899,"Placa video Sapphire Radeon™ RX 550 PULSE, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-sapphire-radeontm-rx-550-pulse-2gb-gddr5-64-bit-11268-21-20g/pd/DK9LQBMBM/
6499,"Placa video Palit GeForce® RTX™ 3060 Ti Dual OC, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3060-ti-dual-oc-8gb-gddr6-256-bit-ne6306ts19p2-190ad/pd/DHFX17MBM/
4999,"Placa video ASUS ROG Strix GeForce® RTX™ 3060 OC V2, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3060-oc-v2-12gb-gddr6-192-bit-rog-strix-rtx3060-o12g-v2-gaming/pd/D2WF3HMBM/
9999,"Placa video Gigabyte GeForce® RTX™ 3080 TURBO 2.0 LHR, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3080-turbo-2-0-lhr-10gb-gddr6x-320-bit-gv-n3080turbo-10gd-2-0/pd/DR9V2PMBM/
5999,"Placa video Gigabyte GeForce® RTX™ 3060 VISION OC, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-vision-oc-12gb-gddr6-192-bit-gv-n3060vision-oc-12gd/pd/DZZ9TTMBM/
485,"Placa video Gigabyte GeForce GT 730, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-gigabyte-geforce-gt-730-2gb-gddr5-64-bit-n730d5-2gl/pd/D73GB8BBM/
663,"Placa video Fujitsu NVIDIA Quadro P400, 2GB, PCI Express x16 3.0",https://www.emag.ro/placa-video-fujitsu-nvidia-quadro-p400-2gb-pci-express-x16-3-0-s26361-f2222-l44/pd/D42TRQBBM/
13447,"Placa Video Profesionala HP Nvidia RTX A4000 16GB GDDR6, 4 x DisplayPort",https://www.emag.ro/placa-video-profesionala-hp-nvidia-rtx-a4000-16gb-gddr6-4-x-displayport-20x24aa/pd/DGB6CXMBM/
479,"Placa video MSI GeForce GT 1030 2G LP OC, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-msi-geforce-gt-1030-2g-lp-oc-2gb-gddr5-64-bit-gt10302glpoc/pd/D12GB8BBM/
469,"Placa video Gigabyte GeForce® GT 730 rev. 2.0, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-gt-730-rev-2-0-2gb-gddr5-64-bit-gv-n730d5-2gi-2-0/pd/D4QJ6HMBM/
7504,"Placa video ZOTAC GAMING GeForce® RTX™ 3070 AMP Holo LHR, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-zotac-gaming-geforcer-rtxtm-3070-amp-holo-lhr-8gb-gddr6-256-bit-zt-a30700f-10plhr/pd/DCPHCPMBM/
479,"Placa video MSI GeForce GT 1030 2GH OC, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-msi-geforce-gt-1030-2gh-oc-2gb-gddr5-64-bit-gt10302ghoc/pd/DQ2GB8BBM/
929,"Placa video ASUS ROG Strix GeForce® GTX 1650, 4GB GDDR5, 128-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-gtx-1650-4gb-gddr5-128-bit-rog-strix-gtx1650-4g-gaming/pd/DQSX7BMBM/
3499,"Placa video MSI GeForce RTX™ 2060 VENTUS GP OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-msi-geforce-rtxtm-2060-ventus-gp-oc-6gb-gddr6-192-bit-rtx-2060-ventus-gp-oc/pd/DXRGTNMBM/
4829,"Placa video ZOTAC GAMING GeForce® RTX™ 3060 Twin Edge OC, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-zotac-gaming-geforcer-rtxtm-3060-twin-edge-oc-12gb-gddr6-192-bit-zt-a30600h-10m/pd/DYR6YKMBM/
429,"Placa video KFA2 Geforce GT 1030 EX white, 2GB DDR4, 64-bit",https://www.emag.ro/placa-video-kfa2-geforce-gt-1030-ex-white-2gb-ddr4-64-bit-gt1030exwh2gb/pd/DX2GB8BBM/
3299,"Placa video ASUS TUF Gaming GeForce® GTX 1660 Ti EVO OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-tuf-gaming-geforcer-gtx-1660-ti-evo-oc-6gb-gddr6-192-bit-tuf-gtx1660ti-o6g-evo-gaming/pd/DJ7K6XMBM/
249,"Placa video MSI GeForce® GT 710, 2GB DDR3, 64-bit",https://www.emag.ro/placa-video-msi-geforcer-gt-710-2gb-ddr3-64-bit-gt-710-2gd3h-lp/pd/DWF003BBM/
498,"Placa video XFX Radeon™ RX 550 Double Dissipation, 4GB GDDR5, 128-bit",https://www.emag.ro/placa-video-xfx-radeontm-rx-550-double-dissipation-4gb-gddr5-128-bit-rx-550p4pfg5/pd/D8JYZ3MBM/
1549,"Placa video Gigabyte AORUS GeForce® GTX 1660 SUPER™, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-aorus-geforcer-gtx-1660-supertm-6gb-gddr6-192-bit-gv-n166saorus-6gd/pd/D9NY6DMBM/
8999,"Placa video Asus Dual GeForce RTX™️ 3070, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-asus-dual-geforce-rtxtm-3070-8gb-gddr6-256-bit-dual-rtx3070-8g/pd/D5WSX2MBM/
11999,"Placa video Gainward GeForce® RTX™ 3080 Phoenix, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gainward-geforcer-rtxtm-3080-phoenix-10gb-gddr6x-320-bit-471056224-1952/pd/D3X022MBM/
5999,"Placa video Gigabyte GeForce® RTX™ 3060 Ti EAGLE OC, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-ti-eagle-oc-8gb-gddr6-256-bit-gv-n306teagle-oc-8gd/pd/DMF8S7MBM/
3499,"Placa video XFX Radeon™ RX 6600 XT Speedster SWFT 210, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-xfx-radeontm-rx-6600-xt-speedster-swft-210-8gb-gddr6-128-bit-rx-66xt8dfdq/pd/D8MMYPMBM/
7999,"Placa video Gainward GeForce® RTX™ 3070 Ti Phoenix, 8GB GDDR6X, 256-bit",https://www.emag.ro/placa-video-gainward-geforcer-rtxtm-3070-ti-phoenix-8gb-gddr6x-256-bit-471056224-2713/pd/DNHYT0MBM/
1619,"Placa video ASUS GeForce® GTX 1650 SUPER™ TUF Gaming, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-asus-geforcer-gtx-1650-supertm-tuf-gaming-4gb-gddr6-128-bit-tuf-gtx1650s-o4g-gaming/pd/D2BRZGBBM/
11999,"Placa video Gigabyte AORUS GeForce® RTX™ 3080 MASTER, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-aorus-geforcer-rtxtm-3080-master-10gb-gddr6x-320-bit-gv-n3080aorus-m-10gd/pd/D85DF7MBM/
11999,"Placa video Gigabyte GeForce RTX 3080 EAGLE OC, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforce-rtx-3080-eagle-oc-10gb-gddr6x-320-bit-gv-n3080eagle-oc-10gd/pd/DSQ322MBM/
4407,"Placa video Gigabyte GeForce® RTX 2060 D6, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtx-2060-d6-6gb-gddr6-192-bit-gv-n2060d6-6gd/pd/DNWWHKMBM/
8999,"Placa video Palit GeForce® RTX™ 3070 Ti GameRock, 8GB GDDR6X, 256-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3070-ti-gamerock-8gb-gddr6x-256-bit-ned307t019p2-1047g/pd/DF7GX0MBM/
9053,"Placa video ZOTAC GAMING GeForce® RTX™ 3070 Ti Trinity OC, 8GB GDDR6X, 256-bit",https://www.emag.ro/placa-video-zotac-gaming-geforcer-rtxtm-3070-ti-trinity-oc-8gb-gddr6x-256-bit-zt-a30710j-10p/pd/DRXG2HMBM/
1049,"Placa video ASUS Cerberus GeForce® GTX 1050 Ti Advanced Edition, 4GB GDDR5, 128-bit",https://www.emag.ro/placa-video-asus-cerberus-geforcer-gtx-1050-ti-advanced-edition-4gb-gddr5-128-bit-cerb-gtx1050ti-a4g/pd/DMKDZ9BBM/
11999,"Placa video ASUS ROG Strix GAMING GeForce RTX™ 3080 OC, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-asus-rog-strix-gaming-geforce-rtxtm-3080-oc-10gb-gddr6x-320-bit-rog-strix-rtx3080-o10g-gaming/pd/DNQ322MBM/
5999,"Placa video Gigabyte AORUS Radeon™ RX 6800 XT MASTER TYPE C, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-aorus-radeontm-rx-6800-xt-master-type-c-16gb-gddr6-256-bit-gv-r68xtaorus-m-16gc/pd/DVQ887MBM/
5999,"Placa video INNO3D NVIDIA GeForce RTX 3070 iChill X3 LHR, 8GB 256bit GDDR6",https://www.emag.ro/placa-video-inno3d-nvidia-geforce-rtx-3070-ichill-x3-lhr-8gb-256bit-gddr6-c30703-08d6x-1710va38h/pd/D91LGPMBM/
5499,"Placa video Gigabyte Radeon™ RX 6700 XT, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-radeontm-rx-6700-xt-12gb-gddr6-192-bit-gv-r67xt-12gd-b/pd/DY54QTMBM/
10998,"Placa video Palit GeForce® RTX™ 3080 Ti GameRock, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3080-ti-gamerock-12gb-gddr6x-384-bit-ned308t019kb-1020g/pd/DTJDQ0MBM/
2999,"Placa video ASUS ROG Strix GeForce® GTX 1660 SUPER™, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-gtx-1660-supertm-6gb-gddr6-192-bit-rog-strix-gtx1660s-6g-gaming/pd/D94NN3MBM/
1699,"Placa video Gigabyte GeForce® GTX 1650 D6 OC (rev. 2.0), 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-gtx-1650-d6-oc-rev-2-0-4gb-gddr6-128-bit-gv-n1656oc-4gd-2-0/pd/D22WVDMBM/
2599,"Placa video PowerColor Radeon™ RX 6600 XT Red Devil OC, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-powercolor-radeontm-rx-6600-xt-red-devil-oc-8gb-gddr6-128-bit-axrx-6600xt-8gbd6-3dhe-oc/pd/D6HPMPMBM/
15999,"Placa video Gigabyte GeForce® RTX™ 3090 EAGLE OC, 24GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3090-eagle-oc-24gb-gddr6x-384-bit-gv-n3090eagle-oc-24gd/pd/DFQ322MBM/
4067,"Placa video Sapphire Radeon™ RX 6600 PULSE, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-sapphire-radeontm-rx-6600-pulse-8gb-gddr6-128-bit-11310-01-20g/pd/DJ73NXMBM/
8999,"Placa video ASUS TUF Gaming GeForce® RTX™ 3070, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-asus-tuf-gaming-geforcer-rtxtm-3070-8gb-gddr6-256-bit-tuf-rtx3070-8g-gaming/pd/D8B6N7MBM/
12318,"Placa video ASUS TUF Gaming Radeon™ RX 6800 XT GAMING OC, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-asus-tuf-gaming-radeontm-rx-6800-xt-gaming-oc-16gb-gddr6-256-bit-tuf-rx6800xt-o16g-gaming/pd/DT31G7MBM/
8999,"Placa video ASUS ROG Strix GeForce® RTX™️ 3070 OC, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3070-oc-8gb-gddr6-256-bit-rog-strix-rtx3070-o8g-gaming/pd/DRWSX2MBM/
6499,"Placa video ASUS ROG Strix GeForce® RTX™ 3060 OC, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3060-oc-12gb-gddr6-192-bit-rog-strix-rtx3060-o12g-gaming/pd/DB237TMBM/
595,"Placa video MSI GeForce GT 1030 AERO ITX 2GD4 OC, 2GB DDR4, 64-bit",https://www.emag.ro/placa-video-msi-geforce-gt-1030-aero-itx-2gd4-oc-2gb-ddr4-64-bit-gt1030aeritx2gd4oc/pd/D42GB8BBM/
1299,"Placa video Asus Cerberus GeForce GTX 1050 Ti OC, 4GB, 128-bit",https://www.emag.ro/placa-video-asus-cerberus-geforce-gtx-1050-ti-oc-4gb-128-bit-cerberus-gtx1050ti-o4g/pd/D16W19BBM/
5999,"Placa video Gigabyte Radeon™ RX 6800 XT GAMING OC, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-radeontm-rx-6800-xt-gaming-oc-16gb-gddr6-256-bit-gv-r68xtgaming-oc-16gd/pd/DCQ887MBM/
5914,"Placa video PNY GeForce® RTX™ 3060 Ti XLR8 Gaming REVEL EPIC-X RGB™ Dual Fan Edition, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-pny-geforcer-rtxtm-3060-ti-xlr8-gaming-revel-epic-x-rgbtm-dual-fan-edition-8gb-gddr6-256-bit-vcg3060t8dfxppb/pd/D5L987MBM/
9763,"Placa video ZOTAC GAMING GeForce® RTX™ 3080 AMP Holo, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-zotac-gaming-geforcer-rtxtm-3080-amp-holo-10gb-gddr6x-320-bit-zt-a30800f-10p/pd/D0G6WDMBM/
8999,"Placa video Gigabyte GeForce® RTX™ 3080 EAGLE 2.0, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3080-eagle-2-0-10gb-gddr6x-320-bit-gv-n3080eagle-10gd-2-0/pd/DMTDLHMBM/
13999,"Placa video Palit GeForce® RTX™ 3080 Ti GameRock OC, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3080-ti-gamerock-oc-12gb-gddr6x-384-bit-ned308tt19kb-1020g/pd/DXLP70MBM/
6617,"Placa video Sapphire Radeon™ RX 6700 XT PULSE, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-sapphire-radeontm-rx-6700-xt-pulse-12gb-gddr6-192-bit-11306-02-20g/pd/DCRH5TMBM/
7499,"Placa video Sapphire Radeon™ RX 6800 NITRO+, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-sapphire-radeontm-rx-6800-nitro-16gb-gddr6-256-bit-11305-01-20g/pd/DPSZR7MBM/
549,"Placa video MSI GeForce GT 730, 4 GB DDR3, 128-bit",https://www.emag.ro/placa-video-msi-geforce-gt-730-4-gb-ddr3-128-bit-n730-4gd3v2/pd/D1V9HYBBM/
15999,"Placa video MSI GeForce® RTX™ 3090 VENTUS 3X OC, 24GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-msi-geforcer-rtxtm-3090-ventus-3x-oc-24gb-gddr6x-384-bit-geforce-rtx-3090-ventus-3x-24g-oc/pd/DBX022MBM/
11999,"Placa video Gigabyte GeForce RTX 3080 GAMING OC, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforce-rtx-3080-gaming-oc-10gb-gddr6x-320-bit-gv-n3080gaming-oc-10gd/pd/DJQ322MBM/
8999,"Placa video Gainward GeForce® RTX™ 3070 Phantom, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gainward-geforcer-rtxtm-3070-phantom-8gb-gddr6-256-bit-471056224-2171/pd/DJPNJ7MBM/
624,"Placa video ASUS GeForce GT1030 SL, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-geforce-gt1030-sl-2gb-gddr5-64-bit-gt1030-sl-2g-brk/pd/D18Q4DBBM/
13520,"Placa video Gigabyte GeForce RTX™ 3080 VISION OC, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforce-rtxtm-3080-vision-oc-10gb-gddr6x-320-bit-gv-n3080vision-oc-10gd/pd/DT4CC2MBM/
5999,"Placa video Gigabyte GeForce® RTX™ 3060 Ti VISION OC 2.0, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-ti-vision-oc-2-0-8gb-gddr6-256-bit-gv-n306tvision-oc-8gd-2-0/pd/D8M4NHMBM/
6899,"Placa video ASUS ROG Strix Radeon™ RX 6700 XT GAMING, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-rog-strix-radeontm-rx-6700-xt-gaming-12gb-gddr6-192-bit-rog-strix-rx6700xt-o12g-gaming/pd/DKNPRTMBM/
8999,"Placa video Asus ROG Strix GeForce RTX™ 3070, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforce-rtxtm-3070-8gb-gddr6-256-bit-rog-strix-rtx3070-8g-gaming/pd/D8WSX2MBM/
13266,"Placa video Sapphire Radeon™ RX 6900 XT NITRO+ SE Gaming, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-sapphire-radeontm-rx-6900-xt-nitro-se-gaming-16gb-gddr6-256-bit-11308-03-20g/pd/DLY6ZNMBM/
599,"Placa video ASUS Radeon™ 550 Phoenix , 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-radeontm-550-phoenix-2gb-gddr5-64-bit-ph-550-2g/pd/DX5SPDMBM/
1349,"Placa Video Biostar AMD Radeon RX 560 GDDR5 4GB/128bit, PCIE 3.0x16, 1xDVI, 1xHDMI, 1XDP, Dual Cooling Fan, Retail",https://www.emag.ro/placa-video-biostar-amd-radeon-rx-560-gddr5-4gb-128bit-pcie-3-0x16-1xdvi-1xhdmi-1xdp-dual-cooling-fan-retail-va5615rf41/pd/DR8MVKMBM/
10299,"Placa video Gigabyte AORUS GeForce® RTX™ 3080 Ti XTREME WATERFORCE WB, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-gigabyte-aorus-geforcer-rtxtm-3080-ti-xtreme-waterforce-wb-12gb-gddr6x-384-bit-gv-n308taorusx-wb-12gd/pd/DN639XMBM/
15999,"Placa video ASUS ROG Strix GeForce® RTX™ 3080 Ti OC, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3080-ti-oc-12gb-gddr6x-384-bit-rog-strix-rtx3080ti-o12g-gaming/pd/D39S70MBM/
1699,"Placa video ASUS TUF Gaming GeForce® GTX 1650 OC, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-asus-tuf-gaming-geforcer-gtx-1650-oc-4gb-gddr6-128-bit-tuf-gtx1650-o4gd6-p-gaming/pd/D66L42MBM/
3981,"Placa video ZOTAC GeForce® GTX 1660 SUPER™, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-zotac-geforcer-gtx-1660-supertm-6gb-gddr6-192-bit-zt-t16620f-10l/pd/D7QTH3MBM/
11999,"Placa video Palit GeForce RTX™ 3080 GamingPro OC, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-palit-geforce-rtxtm-3080-gamingpro-oc-10gb-gddr6x-320-bit-ned3080s19ia-132aa/pd/DYX022MBM/
4999,"Placa video Gigabyte GeForce® RTX™ 3060 Ti EAGLE 2.0 LHR, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-ti-eagle-2-0-lhr-8gb-gddr6-256-bit-gv-n306teagle-8gd-2-0/pd/D7VGCPMBM/
8999,"Placa video Palit GeForce® RTX™ 3070 GameRock OC, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3070-gamerock-oc-8gb-gddr6-256-bit-ne63070h19p2-1040g/pd/DGPNJ7MBM/
12137,"Placa video Nvidia Quadro RTX 5000, 16GB GDDR6 (384 Bit), 4xDP, VirtualLink",https://www.emag.ro/placa-video-nvidia-quadro-rtx-5000-16gb-gddr6-384-bit-4xdp-virtuallink-vcqrtx5000-pb/pd/DNTGGZBBM/
3197,Placa video PNY nVidia GeForce GTX 1660 Ti XLR8 Gaming OC 6GB GDDR6 192bit,https://www.emag.ro/placa-video-pny-nvidia-geforce-gtx-1660-ti-xlr8-gaming-oc-6gb-gddr6-192bit-vcg1660t6sfppb-o/pd/DNCGT5BBM/
2049,"Placa video ASUS ROG Strix GeForce® GTX 1660 SUPER™ OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-gtx-1660-supertm-oc-6gb-gddr6-192-bit-rog-strix-gtx1660s-o6g-gaming/pd/DCRHMYMBM/
4999,"Placa video Gigabyte GeForce® RTX™ 3060 Ti GAMING OC PRO 3.0 LHR, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-ti-gaming-oc-pro-3-0-lhr-8gb-gddr6-256-bit-gv-n306tgamingoc-pro-8gd-3-0/pd/D6M4NHMBM/
2749,"Placa video PNY RTX™ A2000, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-pny-rtxtm-a2000-6gb-gddr6-192-bit-vcnrtxa2000-pb/pd/DRZKCXMBM/
3999,"Placa video ASUS Phoenix GeForce® RTX™ 3060 V2, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-phoenix-geforcer-rtxtm-3060-v2-12gb-gddr6-192-bit-ph-rtx3060-12g-v2/pd/DK3GFHMBM/
1258,"Placa video PNY NVIDIA Quadro P620 DVI, 2GB, GDDR5, 128 bit, DVI adapter",https://www.emag.ro/placa-video-pny-nvidia-quadro-p620-dvi-2gb-gddr5-128-bit-dvi-adapter-pny-vcqp620dviv2-pb/pd/DHN6P3MBM/
1499,"Placa video ASUS Dual GeForce® GTX 1650 MINI OC, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-asus-dual-geforcer-gtx-1650-mini-oc-4gb-gddr6-128-bit-dual-gtx1650-o4gd6-mini/pd/DKSNMKMBM/
11999,"Placa video Gigabyte GeForce® RTX™ 3080 EAGLE, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3080-eagle-10gb-gddr6x-320-bit-gv-n3080eagle-10gd/pd/DZPNJ7MBM/
764,"Placa video PNY NVIDIA Quadro P400, 2GB, GDDR5, 64 bit, DVI adapter",https://www.emag.ro/placa-video-pny-nvidia-quadro-p400-2gb-gddr5-64-bit-dvi-adapter-pny-vcqp400v2-pb/pd/DXN6P3MBM/
1499,"Placa video Gigabyte GeForce® GTX 1650 D6 WINDFORCE OC, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-gtx-1650-d6-windforce-oc-4gb-gddr6-128-bit-gv-n1656wf2oc-4gd/pd/D8QF22MBM/
475,"Placa video Radeon R7 350 2GB GDDR5 128-Bit, format ATX Dual, high profile",https://www.emag.ro/placa-video-radeon-r7-350-2gb-gddr5-128-bit-format-atx-dual-high-profile-amd-r7350-graphic/pd/DPTR1XMBM/
1849,"Placa video Asus ROG STRIX GTX 1660Ti Gaming OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-rog-strix-gtx-1660ti-gaming-oc-6gb-gddr6-192-bit-strixgtx1660tio6g/pd/DMGB5LBBM/
2499,"Placa video Asus Dual GeForce® GTX 1660 SUPER™ OC Edition, 6GB, GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-dual-geforcer-gtx-1660-supertm-oc-edition-6gb-gddr6-192-bit-dual-gtx1660s-o6g-evo/pd/DW6P18BBM/
330,"Placa video Palit GeForce® GT 710, 2GB DDR3, 64-bit",https://www.emag.ro/placa-video-palit-geforcer-gt-710-2gb-ddr3-64-bit-neat7100hd46h/pd/D8X6XSBBM/
8999,"Placa video Gigabyte GeForce® RTX™ 3070 EAGLE OC, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3070-eagle-oc-8gb-gddr6-256-bit-gv-n3070eagle-oc-8gd/pd/DTS1T7MBM/
9999,"Placa video Gigabyte GeForce® RTX™ 3080 GAMING OC WATERFORCE WB 2.0 LHR, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3080-gaming-oc-waterforce-wb-2-0-lhr-10gb-gddr6x-320-bit-gv-n3080gamingoc-wb-10gd-2-0/pd/D4YQWPMBM/
12713,"Placa video ZOTAC GAMING GeForce® RTX™ 3080 Ti Trinity OC, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-zotac-gaming-geforcer-rtxtm-3080-ti-trinity-oc-12gb-gddr6x-384-bit-zt-a30810j-10p/pd/DLB5D0MBM/
3299,"Placa video MSI GeForce GTX 1660 SUPER VENTUS XS OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-msi-geforce-6gb-gddr6-192-bit-gtx-1660-super-ventus-xs-oc/pd/DY9X0WBBM/
6145,"Placa video MSI GeForce® RTX™ 3060 Ti GAMING Z TRIO 8G LHR, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-msi-geforcer-rtxtm-3060-ti-gaming-z-trio-8g-lhr-8gb-gddr6-256-bit-rtx-3060-ti-gaming-z-trio-8g-lhr/pd/D8BQHHMBM/
4999,"Placa video MSI GeForce® RTX™ 3060 Ti VENTUS 3X OC LHR, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-msi-geforcer-rtxtm-3060-ti-ventus-3x-oc-lhr-8gb-gddr6-256-bit-rtx-3060-ti-ventus-3x-8g-oc-lhr/pd/DZ99MPMBM/
4999,"Placa video Gigabyte GeForce® RTX™ 3060 GAMING OC, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-gaming-oc-12gb-gddr6-192-bit-gv-n3060gaming-oc-12gd/pd/DWNL3TMBM/
6499,"Placa video ASUS TUF Gaming Radeon™ RX 6700 XT OC, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-tuf-gaming-radeontm-rx-6700-xt-oc-12gb-gddr6-192-bit-tuf-rx6700xt-o12g-gaming/pd/D9RH5TMBM/
8799,"Placa video HP GeForce RTX 3070, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-hp-geforce-rtx-3070-8gb-gddr6-256-bit-rtx3070/pd/DVJ8SXMBM/
399,"Placa video PowerColor Red Dragon Radeon™ RX 550, 2GB GDDR5, 128-bit",https://www.emag.ro/placa-video-powercolor-red-dragon-radeontm-rx-550-2gb-gddr5-128-bit-550-2gbd5-dh/pd/DCBX0YMBM/
